NAT_MARK,SCH_NM,PROV_NM,SUBM,Teacher_Gender,ACHIEVEMENTS1,MIDTERM1,FINAL1
0-60,25,3,0,1,29.0,20.0,50.0
0-60,25,3,0,1,26.0,18.0,45.0
0-60,25,3,0,1,30.0,20.0,50.0
0-60,25,3,0,1,26.0,17.0,41.0
0-60,25,3,0,1,26.0,18.0,33.0
0-60,25,3,0,1,27.0,14.0,47.0
0-60,25,3,0,1,28.0,20.0,47.0
0-60,25,3,0,1,26.0,15.0,43.0
0-60,25,3,0,1,26.0,13.0,30.0
0-60,25,3,0,1,24.0,13.0,41.0
60-70,25,3,0,1,30.0,20.0,50.0
0-60,25,3,0,1,30.0,19.0,48.0
0-60,25,3,0,1,20.0,3.0,31.0
0-60,25,3,0,1,20.0,5.0,13.0
0-60,25,3,0,1,27.0,15.0,48.0
0-60,25,3,0,1,24.0,12.0,22.0
0-60,25,3,0,1,30.0,20.0,50.0
0-60,25,3,0,1,25.0,15.0,47.0
0-60,25,3,0,1,24.0,11.0,18.0
0-60,25,3,0,1,25.0,13.0,41.0
0-60,25,3,0,1,20.0,8.0,11.0
0-60,25,3,0,1,22.0,8.0,36.0
0-60,25,3,0,1,29.0,20.0,50.0
0-60,25,3,0,1,24.0,14.0,14.0
0-60,25,3,0,1,24.0,15.0,30.0
0-60,25,3,0,1,24.0,14.0,30.0
0-60,25,3,0,1,28.0,18.0,48.0
0-60,25,3,0,1,23.0,13.0,29.0
0-60,25,3,0,1,29.0,20.0,50.0
0-60,25,3,0,1,28.0,16.0,44.0
0-60,25,3,0,1,28.0,17.0,38.0
0-60,25,3,0,1,20.0,6.0,18.0
0-60,25,3,0,1,27.0,17.0,50.0
0-60,25,3,0,1,22.0,12.0,21.0
0-60,25,3,0,1,22.0,14.0,32.0
0-60,25,3,0,1,28.0,19.0,45.0
0-60,25,3,0,1,25.0,14.0,25.0
60-70,25,3,0,1,28.0,20.0,39.0
60-70,25,3,0,1,30.0,20.0,50.0
0-60,25,3,0,1,26.0,14.0,42.0
0-60,25,3,0,1,24.0,12.0,20.0
0-60,25,3,0,1,24.0,14.0,25.0
0-60,26,2,0,0,29.0,20.0,45.0
0-60,26,2,0,0,29.0,20.0,45.0
0-60,26,2,0,0,28.0,16.0,37.5
0-60,26,2,0,0,27.0,17.0,44.5
0-60,26,2,0,0,29.0,16.0,40.0
60-70,26,2,0,0,29.0,18.5,50.0
0-60,26,2,0,0,28.0,16.0,48.5
70-80,26,2,0,0,30.0,19.0,49.0
0-60,26,2,0,0,28.0,18.0,45.0
0-60,26,2,0,0,29.0,19.5,46.0
0-60,26,2,0,0,30.0,8.0,34.0
0-60,26,2,0,0,27.0,20.0,41.5
70-80,26,2,0,0,30.0,20.0,50.0
60-70,26,2,0,0,29.0,20.0,50.0
0-60,26,2,0,0,27.0,15.5,47.0
0-60,26,2,0,0,28.0,20.0,42.5
0-60,26,2,0,0,27.0,12.5,41.0
0-60,26,2,0,0,29.0,20.0,41.5
0-60,26,2,0,0,28.0,12.0,29.5
0-60,26,2,0,0,29.0,19.0,38.5
0-60,26,2,0,0,29.0,18.5,49.0
0-60,26,2,0,0,29.0,20.0,46.0
0-60,26,2,0,0,28.0,17.0,40.0
60-70,26,2,0,0,29.0,20.0,50.0
0-60,26,2,0,0,29.0,20.0,48.0
0-60,26,2,0,0,27.0,14.0,36.5
0-60,26,2,0,0,27.0,17.0,49.0
0-60,26,2,0,0,28.0,13.5,44.5
0-60,26,2,0,0,28.0,17.5,38.5
0-60,26,2,0,0,28.0,18.5,40.5
60-70,26,2,0,0,30.0,20.0,50.0
0-60,26,2,0,0,27.0,17.0,19.0
0-60,26,2,0,0,30.0,4.5,28.0
0-60,26,2,0,0,28.0,19.5,36.5
0-60,26,2,0,0,29.0,15.5,50.0
0-60,26,2,0,0,29.0,19.0,49.0
0-60,26,2,0,0,30.0,17.0,41.0
0-60,26,2,0,0,28.0,20.0,39.0
0-60,26,2,0,0,29.0,17.5,33.0
0-60,26,2,0,0,28.0,19.0,37.0
60-70,26,2,0,0,30.0,20.0,50.0
0-60,26,2,0,0,27.0,17.5,35.5
60-70,26,2,0,0,30.0,19.0,50.0
0-60,26,2,0,0,26.0,18.5,33.5
0-60,26,2,0,0,28.0,19.5,38.5
0-60,26,2,0,0,27.0,18.0,40.0
0-60,26,2,0,0,29.0,13.0,39.0
0-60,26,2,0,0,29.0,18.5,43.5
0-60,26,2,0,0,28.0,20.0,44.5
0-60,26,2,0,0,27.0,20.0,47.0
60-70,26,2,0,0,29.0,20.0,45.0
0-60,26,2,0,0,29.0,19.0,43.5
0-60,26,2,0,0,26.0,15.5,32.0
0-60,26,2,0,0,28.0,20.0,48.0
0-60,26,2,0,0,28.0,16.5,35.0
60-70,26,2,0,0,29.0,20.0,50.0
0-60,26,2,0,0,30.0,18.5,47.0
0-60,26,2,0,0,28.0,20.0,47.0
0-60,26,2,0,0,29.0,19.0,48.5
0-60,26,2,0,0,28.0,17.0,40.5
0-60,26,2,0,0,28.0,20.0,46.0
0-60,26,2,0,0,26.0,15.5,41.5
0-60,26,2,0,0,28.0,15.0,41.5
0-60,26,2,0,0,30.0,17.0,45.5
0-60,26,2,0,0,30.0,17.5,32.0
0-60,26,2,0,0,28.0,19.0,31.5
0-60,26,2,0,0,27.0,15.0,37.5
0-60,26,2,0,0,28.0,20.0,43.5
60-70,26,2,0,0,30.0,20.0,47.0
0-60,26,2,0,0,27.0,14.5,29.5
60-70,26,2,0,0,29.0,20.0,50.0
60-70,26,2,0,0,30.0,20.0,50.0
60-70,26,2,0,0,30.0,20.0,50.0
0-60,26,2,0,0,28.0,20.0,37.0
0-60,26,2,0,0,29.0,20.0,49.0
0-60,26,2,0,0,29.0,18.5,45.5
60-70,26,2,0,0,29.0,18.5,49.0
0-60,26,2,0,0,28.0,20.0,39.0
60-70,26,2,0,0,29.0,20.0,50.0
0-60,26,2,0,0,26.0,19.0,29.5
60-70,27,3,0,0,29.5,15.0,40.0
0-60,27,3,0,0,30.0,19.5,43.0
0-60,27,3,0,0,28.0,19.0,33.5
0-60,27,3,0,0,28.0,10.0,25.0
0-60,27,3,0,0,28.0,14.0,42.0
0-60,27,3,0,0,25.0,13.0,35.5
70-80,27,3,0,0,30.0,20.0,49.0
0-60,27,3,0,0,26.5,12.0,31.0
0-60,27,3,0,0,29.0,16.0,36.0
0-60,27,3,0,0,26.0,13.0,34.0
0-60,27,3,0,0,28.0,15.0,36.0
0-60,27,3,0,0,25.0,13.0,35.5
0-60,27,3,0,0,25.0,15.0,35.5
0-60,27,3,0,0,25.0,10.0,33.0
0-60,27,3,0,0,29.0,14.0,38.0
0-60,27,3,0,0,29.0,17.5,45.0
0-60,27,3,0,0,25.0,13.0,32.5
0-60,27,3,0,0,24.0,15.5,31.0
60-70,27,3,0,0,29.0,15.0,46.0
0-60,27,3,0,0,29.5,18.0,40.0
0-60,27,3,0,0,29.0,16.0,40.5
0-60,27,3,0,0,24.0,8.5,18.5
0-60,27,3,0,0,30.0,19.0,44.0
0-60,27,3,0,0,26.0,7.0,23.5
0-60,27,3,0,0,30.0,20.0,47.0
0-60,27,3,0,0,30.0,19.5,44.5
0-60,27,3,0,0,25.0,10.5,43.5
0-60,27,3,0,0,27.5,11.0,30.0
0-60,27,3,0,0,25.5,7.0,17.0
0-60,27,3,0,0,26.0,14.0,30.0
0-60,27,3,0,0,29.5,15.0,41.0
0-60,27,3,0,0,27.0,16.5,40.5
60-70,27,3,0,0,29.5,20.0,49.0
60-70,27,3,0,0,29.0,20.0,48.0
0-60,27,3,0,0,29.0,15.0,39.0
0-60,27,3,0,0,30.0,17.0,44.5
0-60,27,3,0,0,29.0,16.0,37.0
0-60,27,3,0,0,30.0,17.0,44.0
0-60,27,3,0,0,25.0,15.0,44.0
0-60,27,3,0,0,26.0,12.0,27.5
0-60,27,3,0,0,27.0,15.0,42.0
0-60,27,3,0,0,28.0,18.0,46.0
0-60,27,3,0,0,27.0,11.0,27.5
0-60,27,3,0,0,26.0,13.0,39.0
0-60,27,3,0,0,27.0,14.0,25.0
0-60,27,3,0,0,29.0,16.0,43.5
0-60,27,3,0,0,28.0,17.0,35.0
0-60,27,3,0,0,26.0,12.0,38.5
0-60,27,3,0,0,27.5,17.0,41.0
0-60,27,3,0,0,30.0,18.0,48.0
60-70,27,3,0,0,30.0,19.5,50.0
0-60,27,3,0,0,26.0,9.0,27.0
0-60,28,3,0,1,29.0,17.0,40.0
0-60,28,3,0,1,30.0,12.0,29.0
0-60,28,3,0,1,30.0,19.0,40.0
0-60,28,3,0,1,30.0,13.0,32.0
0-60,28,3,0,1,28.0,15.0,43.0
0-60,28,3,0,1,30.0,20.0,46.0
0-60,28,3,0,1,28.0,12.0,22.0
0-60,28,3,0,1,28.0,12.0,20.0
0-60,28,3,0,1,30.0,16.0,30.0
0-60,28,3,0,1,30.0,19.0,48.0
60-70,28,3,0,1,30.0,20.0,48.0
0-60,28,3,0,1,30.0,16.0,25.0
0-60,28,3,0,1,29.0,14.0,28.0
0-60,28,3,0,1,30.0,20.0,46.0
0-60,28,3,0,1,30.0,8.0,24.0
0-60,28,3,0,1,28.0,12.0,33.0
0-60,28,3,0,1,28.0,14.0,34.0
0-60,28,3,0,1,28.0,8.0,31.0
0-60,28,3,0,1,28.0,13.0,27.0
0-60,28,3,0,1,30.0,20.0,47.0
60-70,28,3,0,1,30.0,20.0,50.0
0-60,28,3,0,1,28.0,12.0,30.0
0-60,28,3,0,1,30.0,19.0,44.0
0-60,28,3,0,1,28.0,13.0,31.0
0-60,28,3,0,1,29.0,18.0,46.0
0-60,28,3,0,1,30.0,20.0,43.0
0-60,28,3,0,1,30.0,19.0,47.0
0-60,28,3,0,1,30.0,19.0,47.0
0-60,28,3,0,1,29.0,16.0,42.0
0-60,28,3,0,1,30.0,20.0,36.0
0-60,28,3,0,1,30.0,19.0,29.0
0-60,28,3,0,1,30.0,19.0,49.0
0-60,28,3,0,1,29.0,18.0,42.0
0-60,28,3,0,1,28.0,12.0,30.0
0-60,28,3,0,1,30.0,18.0,44.0
0-60,28,3,0,1,30.0,18.0,28.0
0-60,28,3,0,1,28.0,12.0,39.0
0-60,28,3,0,1,28.0,13.0,25.0
0-60,28,3,0,1,29.0,14.0,36.0
0-60,28,3,0,1,30.0,18.0,41.0
0-60,28,3,0,1,30.0,20.0,50.0
0-60,28,3,0,1,30.0,19.0,36.0
0-60,28,3,0,1,30.0,20.0,49.0
0-60,28,3,0,1,30.0,18.0,43.0
0-60,28,3,0,1,28.0,12.0,9.0
0-60,28,3,0,1,30.0,20.0,47.0
0-60,28,3,0,1,30.0,20.0,46.0
0-60,28,3,0,1,30.0,12.0,23.0
0-60,28,3,0,1,30.0,19.0,44.0
0-60,28,3,0,1,28.0,13.0,24.0
0-60,28,3,0,1,29.0,17.0,37.0
0-60,28,3,0,1,29.0,17.0,46.0
0-60,28,3,0,1,28.0,12.0,31.0
0-60,28,3,0,1,30.0,20.0,45.0
0-60,28,3,0,1,30.0,20.0,42.0
0-60,28,3,0,1,30.0,12.0,22.0
0-60,28,3,0,1,28.0,10.0,29.0
0-60,28,3,0,1,29.0,17.0,34.0
0-60,28,3,0,1,30.0,18.0,44.0
0-60,28,3,0,1,29.0,16.0,35.0
0-60,28,3,0,1,30.0,20.0,50.0
0-60,28,3,0,1,29.0,18.0,44.0
0-60,28,3,0,1,30.0,19.0,36.0
0-60,28,3,0,1,29.0,17.0,38.0
60-70,28,3,0,1,30.0,20.0,49.0
0-60,28,3,0,1,29.0,16.0,31.5
0-60,28,3,0,1,30.0,15.0,36.0
0-60,28,3,0,1,30.0,20.0,45.0
0-60,28,3,0,1,30.0,19.0,42.0
0-60,28,3,0,1,30.0,20.0,45.0
0-60,28,3,0,1,29.0,16.0,45.0
0-60,28,3,0,1,28.0,9.0,7.0
0-60,28,3,0,1,29.0,18.0,46.0
0-60,28,3,0,1,28.0,12.0,10.0
60-70,29,0,0,0,29.5,20.0,47.0
60-70,29,0,0,0,29.0,18.0,45.5
70-80,29,0,0,0,29.5,20.0,50.0
0-60,29,0,0,0,26.0,20.0,46.5
60-70,29,0,0,0,26.0,19.0,44.0
0-60,29,0,0,0,27.5,16.5,40.0
0-60,29,0,0,0,27.0,17.0,25.5
60-70,29,0,0,0,29.0,18.5,41.0
0-60,29,0,0,0,29.0,20.0,46.0
0-60,29,0,0,0,24.0,13.0,30.5
0-60,29,0,0,0,26.5,17.0,45.0
60-70,29,0,0,0,29.0,20.0,50.0
60-70,29,0,0,0,29.0,19.0,44.5
0-60,29,0,0,0,30.0,20.0,48.0
70-80,29,0,0,0,30.0,20.0,50.0
0-60,29,0,0,0,28.5,18.0,37.5
0-60,29,0,0,0,29.0,18.5,38.0
0-60,29,0,0,0,29.0,19.0,45.0
0-60,29,0,0,0,26.0,15.0,34.0
60-70,29,0,0,0,28.0,20.0,42.5
60-70,29,0,0,0,28.0,19.0,32.5
0-60,29,0,0,0,28.0,18.0,32.0
70-80,29,0,0,0,29.0,20.0,49.0
0-60,29,0,0,0,29.0,20.0,49.5
0-60,29,0,0,0,29.0,19.5,39.0
0-60,29,0,0,0,28.0,18.0,38.0
0-60,29,0,0,0,29.0,17.5,43.0
0-60,29,0,0,0,28.0,19.0,42.0
60-70,29,0,0,0,28.0,20.0,46.0
0-60,29,0,0,0,28.0,20.0,48.0
0-60,29,0,0,0,27.0,20.0,45.0
0-60,29,0,0,0,29.0,18.5,46.0
0-60,29,0,0,0,29.5,20.0,50.0
0-60,29,0,0,0,24.0,19.0,38.0
70-80,29,0,0,0,29.5,20.0,50.0
70-80,29,0,0,0,28.0,19.0,47.0
60-70,29,0,0,0,29.5,20.0,50.0
60-70,29,0,0,0,27.0,20.0,46.5
0-60,29,0,0,0,28.5,20.0,44.5
0-60,29,0,0,0,28.5,20.0,45.5
0-60,29,0,0,0,26.5,15.0,36.5
0-60,29,0,0,0,28.0,20.0,46.5
0-60,29,0,0,0,29.5,18.5,48.0
0-60,29,0,0,0,26.0,15.5,19.5
0-60,29,0,0,0,29.0,19.0,48.5
0-60,29,0,0,0,29.5,20.0,47.0
60-70,29,0,0,0,27.5,19.0,44.5
0-60,29,0,0,0,28.5,19.0,37.0
0-60,29,0,0,0,30.0,20.0,47.5
0-60,29,0,0,0,26.0,15.5,26.5
60-70,29,0,0,0,29.5,20.0,50.0
60-70,29,0,0,0,29.0,20.0,44.0
0-60,29,0,0,0,28.0,13.0,33.5
0-60,29,0,0,0,29.0,15.0,25.5
0-60,29,0,0,0,29.0,20.0,41.5
0-60,29,0,0,0,23.0,11.0,19.5
0-60,29,0,0,0,26.5,15.0,43.0
0-60,29,0,0,0,27.0,11.5,33.5
0-60,29,0,0,0,28.5,15.0,44.0
0-60,29,0,0,0,29.5,19.5,32.5
0-60,29,0,0,0,25.0,18.0,39.5
0-60,29,0,0,0,27.5,14.0,28.5
60-70,29,0,0,0,29.0,20.0,49.0
0-60,29,0,0,0,28.0,18.0,30.5
0-60,29,0,0,0,28.5,20.0,38.5
60-70,29,0,0,0,29.0,20.0,49.0
60-70,29,0,0,0,30.0,19.0,50.0
0-60,29,0,0,0,27.5,17.5,29.5
0-60,29,0,0,0,29.0,20.0,50.0
0-60,29,0,0,0,29.5,20.0,50.0
0-60,29,0,0,0,27.0,17.0,44.5
0-60,29,0,0,0,29.5,20.0,45.5
0-60,30,0,0,0,27.0,14.0,46.0
0-60,30,0,0,0,29.5,17.5,46.5
0-60,30,0,0,0,29.5,18.0,38.5
0-60,30,0,0,0,29.5,16.0,39.0
60-70,30,0,0,0,30.0,20.0,50.0
60-70,30,0,0,0,30.0,19.0,45.5
60-70,30,0,0,0,30.0,19.5,46.0
60-70,30,0,0,0,30.0,20.0,49.0
0-60,30,0,0,0,28.5,15.5,43.0
0-60,30,0,0,0,29.5,19.5,44.5
0-60,30,0,0,0,30.0,19.0,41.0
0-60,30,0,0,0,28.0,15.5,41.5
60-70,30,0,0,0,30.0,18.0,50.0
60-70,30,0,0,0,28.0,16.5,44.5
0-60,30,0,0,0,27.5,16.0,35.0
60-70,30,0,0,0,30.0,19.5,47.0
0-60,30,0,0,0,28.0,11.0,42.5
60-70,30,0,0,0,30.0,20.0,48.5
0-60,30,0,0,0,30.0,19.0,48.5
0-60,30,0,0,0,29.0,17.0,44.0
60-70,30,0,0,0,30.0,19.5,46.0
0-60,30,0,0,0,30.0,16.0,44.5
60-70,30,0,0,0,29.5,18.0,47.0
70-80,30,0,0,0,30.0,20.0,49.0
0-60,30,0,0,0,28.0,13.0,0.0
60-70,30,0,0,0,29.5,17.0,46.0
0-60,30,0,0,0,27.5,12.0,44.5
0-60,30,0,0,0,27.5,15.0,46.0
60-70,30,0,0,0,30.0,17.5,47.5
70-80,30,0,0,0,30.0,19.5,48.0
0-60,30,0,0,0,29.0,18.0,33.0
60-70,30,0,0,0,30.0,20.0,47.5
60-70,30,0,0,0,29.0,20.0,49.0
0-60,30,0,0,0,29.0,17.0,46.5
0-60,30,0,0,0,28.0,16.5,39.0
0-60,30,0,0,0,27.0,16.5,43.5
60-70,30,0,0,0,30.0,16.0,37.5
0-60,30,0,0,0,30.0,20.0,48.5
0-60,30,0,0,0,26.5,12.0,44.0
60-70,30,0,0,0,29.5,16.0,40.0
0-60,30,0,0,0,29.5,16.5,48.5
0-60,30,0,0,0,29.0,16.0,39.0
0-60,30,0,0,0,28.0,10.0,44.0
0-60,30,0,0,0,29.0,19.0,37.0
0-60,30,0,0,0,28.0,15.5,42.0
0-60,30,0,0,0,30.0,18.5,45.0
60-70,30,0,0,0,29.5,18.0,42.5
0-60,30,0,0,0,29.0,14.5,36.5
0-60,30,0,0,0,27.0,12.0,43.5
0-60,30,0,0,0,29.0,15.5,43.5
0-60,30,0,0,0,29.5,15.0,44.5
60-70,30,0,0,0,30.0,19.5,49.0
0-60,30,0,0,0,30.0,17.5,45.5
0-60,30,0,0,0,28.5,18.5,31.5
0-60,30,0,0,0,28.0,17.5,29.5
0-60,30,0,0,0,30.0,20.0,48.5
70-80,30,0,0,0,30.0,20.0,48.5
0-60,30,0,0,0,29.5,14.0,37.5
60-70,30,0,0,0,30.0,19.0,47.0
60-70,30,0,0,0,29.0,18.0,46.5
0-60,30,0,0,0,28.0,17.0,47.0
0-60,30,0,0,0,29.0,14.0,39.5
60-70,30,0,0,0,30.0,17.5,46.0
0-60,30,0,0,0,30.0,19.0,41.5
0-60,30,0,0,0,29.5,16.0,44.5
0-60,30,0,0,0,28.0,16.0,47.0
60-70,30,0,0,0,30.0,20.0,48.5
0-60,30,0,0,0,29.0,18.5,45.0
0-60,30,0,0,0,29.5,16.5,47.0
0-60,30,0,0,0,29.0,15.5,38.5
60-70,30,0,0,0,30.0,19.0,41.5
0-60,30,0,0,0,29.5,14.5,32.0
0-60,30,0,0,0,27.0,13.0,45.0
0-60,30,0,0,0,26.5,14.5,30.5
0-60,30,0,0,0,30.0,18.0,42.0
60-70,30,0,0,0,30.0,19.5,47.5
0-60,30,0,0,0,28.5,16.0,42.5
60-70,31,0,0,1,28.5,18.0,42.0
0-60,31,0,0,1,28.0,13.0,28.0
0-60,31,0,0,1,29.0,18.0,44.0
60-70,31,0,0,1,28.5,17.0,44.0
0-60,31,0,0,1,30.0,20.0,43.0
0-60,31,0,0,1,26.0,11.0,31.0
0-60,31,0,0,1,27.5,13.0,36.0
0-60,31,0,0,1,25.5,14.0,28.0
0-60,31,0,0,1,27.5,13.0,32.0
0-60,31,0,0,1,27.0,9.0,22.0
0-60,31,0,0,1,27.0,12.0,24.0
60-70,31,0,0,1,30.0,18.0,46.0
0-60,31,0,0,1,28.0,13.0,34.0
0-60,31,0,0,1,25.5,12.0,17.0
0-60,31,0,0,1,25.5,7.0,15.0
0-60,31,0,0,1,30.0,19.0,45.0
0-60,31,0,0,1,25.0,9.0,15.0
60-70,31,0,0,1,30.0,19.0,48.0
0-60,31,0,0,1,27.5,15.0,41.0
0-60,31,0,0,1,29.0,17.0,44.0
0-60,31,0,0,1,28.0,13.0,26.0
0-60,31,0,0,1,27.0,8.0,35.0
0-60,31,0,0,1,29.0,14.0,44.0
0-60,31,0,0,1,28.5,13.0,43.0
0-60,31,0,0,1,29.5,19.0,45.0
0-60,31,0,0,1,29.5,17.0,44.0
0-60,31,0,0,1,29.0,18.0,45.0
60-70,31,0,0,1,30.0,19.0,42.0
0-60,31,0,0,1,26.0,15.0,35.0
0-60,31,0,0,1,28.0,12.0,39.0
0-60,31,0,0,1,25.5,12.0,17.0
60-70,31,0,0,1,29.0,17.0,41.0
60-70,31,0,0,1,30.0,17.0,44.0
0-60,31,0,0,1,28.0,13.0,28.0
0-60,31,0,0,1,28.5,15.0,31.0
0-60,31,0,0,1,23.5,8.0,15.0
0-60,31,0,0,1,29.5,18.0,43.0
0-60,31,0,0,1,28.0,16.0,25.0
0-60,31,0,0,1,27.5,15.0,36.0
0-60,31,0,0,1,29.0,17.0,39.0
0-60,31,0,0,1,25.5,12.0,16.0
0-60,31,0,0,1,26.0,11.0,17.0
0-60,31,0,0,1,28.5,17.0,35.0
0-60,31,0,0,1,28.0,15.0,33.0
0-60,31,0,0,1,30.0,18.0,44.0
0-60,31,0,0,1,28.5,14.0,30.0
60-70,31,0,0,1,29.5,19.0,40.0
0-60,31,0,0,1,24.5,7.0,15.0
60-70,31,0,0,1,29.0,18.0,45.0
0-60,31,0,0,1,29.0,17.0,37.0
0-60,31,0,0,1,26.0,10.0,18.0
0-60,31,0,0,1,29.5,18.0,36.0
60-70,31,0,0,1,30.0,19.0,45.0
0-60,31,0,0,1,29.0,17.0,27.0
0-60,31,0,0,1,28.0,18.0,27.0
0-60,31,0,0,1,29.5,15.0,36.0
0-60,31,0,0,1,27.5,15.0,33.0
0-60,31,0,0,1,29.0,17.0,41.0
0-60,31,0,0,1,29.5,18.0,40.0
0-60,31,0,0,1,30.0,18.0,42.5
0-60,31,0,0,1,27.5,15.0,39.0
0-60,31,0,0,1,27.0,14.0,32.0
60-70,31,0,0,1,29.5,18.0,42.0
0-60,31,0,0,1,26.0,13.0,25.0
0-60,31,0,0,1,30.0,17.0,38.0
0-60,31,0,0,1,29.5,17.0,44.0
0-60,31,0,0,1,29.5,17.0,44.0
0-60,31,0,0,1,30.0,19.0,43.0
60-70,31,0,0,1,29.0,19.0,46.0
60-70,31,0,0,1,30.0,19.0,41.0
0-60,31,0,0,1,28.0,12.0,28.0
0-60,31,0,0,1,29.5,16.0,39.0
0-60,31,0,0,1,26.5,12.0,23.0
0-60,31,0,0,1,27.5,15.0,38.0
0-60,31,0,0,1,26.5,9.0,28.0
0-60,31,0,0,1,29.5,17.0,41.0
0-60,31,0,0,1,27.0,12.0,18.0
0-60,31,0,0,1,29.0,16.0,38.0
0-60,31,0,0,1,28.5,15.0,35.0
0-60,31,0,0,1,29.5,18.0,34.0
0-60,31,0,0,1,28.0,18.0,39.0
0-60,31,0,0,1,26.0,15.0,35.0
60-70,31,0,0,1,30.0,17.0,46.0
0-60,31,0,0,1,28.5,16.0,35.0
0-60,31,0,0,1,20.5,4.0,11.0
0-60,31,0,0,1,28.0,15.0,34.0
0-60,31,0,0,1,30.0,17.0,49.0
0-60,31,0,0,1,26.0,16.0,35.0
0-60,31,0,0,1,28.5,15.0,42.0
0-60,31,0,0,1,27.5,17.0,36.0
60-70,31,0,0,1,30.0,19.0,45.0
0-60,31,0,0,1,28.0,15.0,33.0
0-60,31,0,0,1,27.5,15.0,35.0
0-60,31,0,0,1,27.0,13.0,32.0
0-60,31,0,0,1,28.5,15.0,0.0
0-60,31,0,0,1,27.5,12.0,26.0
0-60,31,0,0,1,26.0,10.0,35.0
0-60,31,0,0,1,26.5,12.0,35.0
0-60,31,0,0,1,28.0,16.0,30.0
60-70,31,0,0,1,30.0,19.0,44.0
60-70,31,0,0,1,30.0,18.0,41.0
0-60,31,0,0,1,29.0,16.0,29.0
0-60,31,0,0,1,28.0,15.0,36.0
60-70,32,2,0,1,28.0,19.0,38.0
60-70,32,2,0,1,30.0,20.0,44.0
0-60,32,2,0,1,28.0,19.0,43.0
60-70,32,2,0,1,30.0,19.0,44.0
0-60,32,2,0,1,30.0,20.0,41.0
0-60,32,2,0,1,25.0,9.0,27.0
60-70,32,2,0,1,30.0,20.0,46.0
60-70,32,2,0,1,30.0,20.0,41.0
0-60,32,2,0,1,30.0,17.0,23.0
0-60,32,2,0,1,25.0,15.0,44.0
0-60,32,2,0,1,30.0,20.0,50.0
60-70,32,2,0,1,28.0,18.0,45.0
0-60,32,2,0,1,30.0,18.0,32.0
0-60,32,2,0,1,30.0,19.5,41.0
0-60,32,2,0,1,28.0,20.0,39.0
0-60,32,2,0,1,30.0,17.0,41.0
0-60,32,2,0,1,28.0,18.0,44.0
0-60,32,2,0,1,28.0,6.0,26.0
0-60,32,2,0,1,25.0,13.0,31.0
0-60,32,2,0,1,27.0,12.0,30.0
0-60,32,2,0,1,25.0,5.0,7.0
0-60,32,2,0,1,30.0,18.0,36.0
0-60,32,2,0,1,26.0,18.0,44.0
0-60,32,2,0,1,25.0,6.0,15.0
0-60,32,2,0,1,30.0,19.0,43.0
0-60,32,2,0,1,25.0,8.0,21.0
60-70,32,2,0,1,25.0,20.0,44.0
0-60,32,2,0,1,30.0,19.0,42.0
0-60,32,2,0,1,25.0,11.0,33.0
0-60,32,2,0,1,25.0,15.0,20.0
0-60,32,2,0,1,28.0,20.0,38.0
60-70,32,2,0,1,28.0,18.0,43.0
0-60,32,2,0,1,25.0,12.0,23.0
0-60,32,2,0,1,28.0,20.0,43.0
0-60,32,2,0,1,25.0,15.0,32.0
0-60,32,2,0,1,30.0,18.0,41.0
0-60,32,2,0,1,25.0,10.0,25.0
60-70,32,2,0,1,28.0,18.0,34.0
0-60,32,2,0,1,30.0,17.0,36.0
0-60,32,2,0,1,25.0,13.0,24.0
0-60,32,2,0,1,28.0,19.0,35.0
0-60,32,2,0,1,25.0,15.0,32.0
0-60,32,2,0,1,25.0,7.0,28.0
0-60,32,2,0,1,28.0,20.0,43.0
0-60,32,2,0,1,28.0,20.0,42.0
60-70,32,2,0,1,30.0,20.0,48.0
0-60,32,2,0,1,25.0,18.0,42.0
0-60,32,2,0,1,25.0,11.0,37.0
0-60,32,2,0,1,25.0,6.0,22.0
0-60,32,2,0,1,25.0,17.0,27.0
0-60,32,2,0,1,25.0,5.0,30.0
0-60,32,2,0,1,28.0,15.0,31.0
0-60,32,2,0,1,25.0,5.0,18.0
0-60,32,2,0,1,25.0,0.0,1.0
0-60,32,2,0,1,30.0,19.0,33.0
0-60,32,2,0,1,25.0,11.0,26.0
0-60,32,2,0,1,28.0,15.0,27.0
0-60,32,2,0,1,25.0,17.0,31.0
0-60,32,2,0,1,25.0,1.0,22.0
0-60,32,2,0,1,28.0,14.0,38.0
0-60,32,2,0,1,28.0,19.0,36.0
0-60,32,2,0,1,25.0,7.0,31.0
0-60,32,2,0,1,25.0,7.0,17.0
0-60,32,2,0,1,30.0,19.0,45.0
0-60,32,2,0,1,25.0,11.0,16.0
60-70,32,2,0,1,30.0,19.0,46.0
60-70,32,2,0,1,30.0,20.0,49.0
0-60,32,2,0,1,28.0,17.0,35.5
0-60,32,2,0,1,25.0,12.0,23.0
0-60,32,2,0,1,28.0,17.0,27.0
0-60,32,2,0,1,30.0,19.0,42.0
0-60,32,2,0,1,30.0,20.0,47.0
0-60,32,2,0,1,25.0,18.0,37.0
0-60,32,2,0,1,30.0,19.0,34.0
0-60,32,2,0,1,25.0,15.0,28.0
0-60,32,2,0,1,25.0,11.0,27.0
0-60,32,2,0,1,28.0,18.0,41.0
60-70,32,2,0,1,29.0,20.0,48.0
0-60,32,2,0,1,30.0,19.0,41.0
0-60,32,2,0,1,25.0,19.0,50.0
